1,1,1,1
4,4,4,4
15,15,15,15
50,50,50,50
99,99,99,98
5,3,5,6
18,14,18,22
58,50,57,65
94,97,96,91
22,13,18,29
65,50,60,77
84,95,91,73
47,27,35,70
81,79,88,82
57,64,46,58
88,90,95,94
38,36,23,26
82,89,72,78
55,44,73,65
88,95,81,88
39,23,56,40
86,74,94,91
45,69,28,36
87,86,82,89
43,46,54,40
90,96,97,93
33,20,18,29
79,67,63,81
61,81,83,61
82,68,62,90
54,78,82,40
86,73,65,93
45,68,78,32
86,86,72,86
46,48,70,48
89,96,84,96
38,21,49,20
85,71,94,69
47,72,29,73
87,82,82,79
43,55,54,59
90,96,97,94
33,20,17,26
79,67,62,77
62,81,84,68
81,66,60,84
56,80,84,53
84,68,62,94
49,76,82,28
85,75,65,81
47,67,78,57
87,88,73,94
41,41,69,27
86,94,84,80
46,29,51,59
87,83,96,94
42,52,23,28
90,97,76,83
34,18,62,50
80,65,89,94
59,82,43,31
84,64,93,85
51,80,32,51
87,69,86,96
42,73,45,22
87,81,96,73
42,55,23,68
86,94,75,86
45,27,67,46
88,81,86,97
39,54,45,20
87,95,96,69
41,26,23,74
86,79,74,79
47,61,69,61
90,93,85,92
35,28,45,30
84,81,94,82
50,58,28,56
86,93,82,94
46,32,55,27
91,87,97,83
31,40,18,50
78,90,63,93
63,43,84,36
78,92,60,88
61,37,86,47
80,89,57,94
55,44,86,30
79,93,57,81
58,35,87,60
82,88,55,92
50,45,85,35
80,94,59,87
57,33,85,48
84,86,59,95
45,47,83,25
82,94,63,76
54,30,82,68
87,84,66,85
40,50,76,47
83,94,75,95
52,30,67,29
89,85,88,82
37,47,41,52
87,96,94,94
43,23,29,26
84,73,82,79
50,70,57,61
91,86,95,93
31,44,21,27
80,92,71,79
57,36,75,63
83,89,76,90
51,43,66,40
86,93,88,92
45,30,42,34
86,84,94,87
44,51,28,44
88,95,81,95
41,24,55,26
87,76,95,78
42,64,25,61
87,90,78,92
43,38,61,33
89,91,92,87
37,33,30,42
84,86,84,92
49,48,51,35
88,95,96,90
39,25,21,38
88,77,73,92
39,61,68,33
84,91,86,87
51,37,50,47
89,92,96,96
38,33,22,22
87,87,73,72
43,45,67,70
84,93,87,84
50,31,47,53
91,87,95,97
31,41,21,17
80,92,69,63
58,37,77,82
83,90,74,65
51,40,69,80
86,92,86,70
43,34,48,72
86,88,95,81
44,42,24,57
88,94,77,93
41,26,62,29
88,79,92,83
39,59,31,51
86,92,85,95
46,33,50,25
89,88,95,79
38,41,23,59
86,94,73,93
44,29,68,30
86,83,86,83
46,54,46,53
91,96,97,97
32,20,17,18
79,68,62,63
61,79,85,84
82,71,58,61
54,75,84,83
85,76,61,64
47,64,81,80
85,90,68,69
47,39,76,73
89,92,77,81
38,30,62,55
85,84,91,95
48,52,36,27
87,96,90,80
43,22,38,57
91,74,92,94
31,64,30,24
76,88,81,74
66,48,62,74
76,93,88,76
65,36,49,70
74,87,93,80
64,51,36,63
73,91,86,86
64,40,51,51
72,89,92,91
63,44,38,41
72,91,86,89
63,41,51,46
72,89,91,92
63,45,39,38
72,90,88,88
62,42,47,46
72,90,90,92
62,44,42,39
72,90,90,88
62,43,42,48
72,90,90,92
62,43,42,37
72,90,89,88
62,43,45,48
72,90,90,92
62,43,42,39
72,91,90,89
62,41,42,44
72,89,89,90
62,46,44,42
72,90,90,90
62,42,41,43
72,89,89,90
62,46,44,43
72,90,90,91
62,41,43,40
72,89,91,89
62,44,40,44
72,90,90,91
62,42,43,39
72,90,89,88
63,43,44,47
