1,1,1,1
4,4,4,4
15,15,15,15
50,50,50,49
99,98,99,98
5,6,5,6
18,20,19,20
59,61,59,61
95,94,96,94
17,20,17,20
56,60,56,59
97,96,97,96
11,14,12,14
39,43,40,44
94,96,94,95
23,19,23,21
69,65,69,67
85,87,85,86
51,47,51,49
98,99,98,98
7,6,6,6
24,23,23,24
72,72,72,72
79,79,80,79
64,65,64,65
90,90,91,90
34,35,34,36
89,89,89,90
40,40,40,37
94,94,95,92
22,22,19,25
67,68,64,71
86,86,89,83
46,47,42,51
98,98,98,98
8,8,8,8
30,30,28,30
83,84,81,83
57,55,59,57
97,97,97,96
13,12,13,13
44,43,45,45
97,97,98,98
11,12,10,10
38,40,37,37
93,94,92,92
26,24,27,28
76,74,77,77
72,74,71,71
79,77,80,80
65,66,64,63
90,88,90,90
36,39,35,35
91,93,91,89
33,30,33,35
88,84,86,89
43,48,45,41
96,98,98,95
14,10,11,16
48,42,43,51
98,98,97,98
7,8,9,8
27,29,30,28
77,79,80,78
69,67,67,68
84,86,86,85
52,50,50,51
98,98,99,98
7,7,4,6
24,25,20,24
72,73,68,72
79,78,82,79
66,67,62,66
88,88,92,89
41,41,35,40
95,96,92,95
19,17,24,18
61,58,66,61
94,95,90,93
23,21,29,24
69,67,74,71
84,85,79,83
53,51,59,54
98,99,96,98
7,6,11,8
27,24,34,28
78,74,84,80
68,73,61,66
86,82,89,88
48,54,42,45
98,97,98,98
7,8,7,8
25,28,26,27
74,76,75,76
76,73,75,74
73,75,73,74
78,76,78,77
67,70,67,68
87,85,88,87
43,47,43,44
97,98,97,98
13,10,11,11
44,40,41,41
97,95,97,97
12,15,12,12
42,47,41,42
96,96,96,96
16,15,15,15
54,53,51,53
98,99,98,99
8,7,9,6
29,26,30,26
81,79,82,78
61,64,59,64
94,92,95,92
23,26,21,26
70,73,67,72
83,80,84,80
56,60,54,60
97,96,97,95
12,14,11,15
42,44,41,46
96,97,96,98
15,14,15,12
51,49,51,47
98,99,99,99
6,6,4,6
23,22,19,23
70,69,66,70
82,84,85,84
57,56,53,56
96,98,97,98
14,11,13,11
47,44,46,42
98,98,99,97
7,7,6,9
26,27,23,30
76,77,73,80
71,71,75,68
81,81,77,83
60,60,65,57
94,94,93,96
21,22,24,19
65,65,68,63
90,90,87,91
36,36,41,35
91,92,93,90
32,31,29,33
85,85,83,87
50,50,53,48
98,99,97,98
6,5,8,8
24,22,27,26
71,70,75,75
80,82,78,77
62,60,64,66
93,94,92,90
26,25,27,31
76,74,77,80
72,74,71,67
79,78,80,84
65,67,64,59
89,89,89,93
38,38,39,32
93,93,93,89
26,26,26,33
77,76,77,82
71,71,70,65
82,82,82,86
59,59,58,53
95,95,95,97
18,17,17,14
57,56,56,52
96,97,96,98
14,13,14,11
47,47,48,43
98,99,98,98
8,5,7,8
27,24,27,28
78,74,79,79
67,71,66,67
88,84,88,88
43,49,43,42
96,98,96,95
14,10,14,16
48,42,48,50
98,97,99,99
7,9,6,5
25,30,24,22
73,79,72,70
77,71,79,80
69,75,67,65
84,78,86,87
53,61,51,49
98,97,99,98
8,11,5,8
29,33,24,29
81,86,76,81
60,55,67,61
94,97,90,95
21,16,29,21
66,59,74,66
89,92,82,88
39,33,49,40
94,92,97,94
23,27,17,22
69,74,62,69
84,79,88,85
54,59,47,52
98,96,98,98
9,12,8,7
31,36,29,29
84,88,82,83
54,48,56,55
98,98,98,97
8,8,9,10
30,30,31,32
82,82,83,84
58,59,57,55
96,96,96,97
14,14,14,14
49,48,48,48
98,99,99,99
