1,1,1,1
4,4,4,4
15,15,15,15
50,50,50,50
99,98,98,99
5,6,6,5
18,21,20,18
59,62,62,58
95,94,94,96
18,19,20,16
57,60,60,55
96,97,96,97
14,14,15,13
48,47,50,45
98,99,99,98
7,6,5,8
27,25,22,28
77,75,72,79
70,72,76,68
83,80,77,84
57,60,64,55
97,96,93,97
13,14,21,11
45,46,57,42
97,97,97,96
10,11,10,13
36,36,36,40
91,91,92,93
34,32,32,29
88,86,87,85
42,44,43,47
96,96,96,97
17,15,15,13
54,53,52,50
97,97,98,98
10,10,10,9
35,35,35,34
89,91,89,89
37,35,38,39
92,91,93,93
29,32,28,28
82,84,82,81
59,56,59,61
95,95,95,95
19,18,18,19
61,60,60,61
93,94,95,94
25,24,22,25
74,72,71,73
76,78,79,76
72,70,69,72
79,81,82,79
66,63,61,65
88,91,91,90
42,37,36,39
95,93,93,94
20,24,23,21
63,67,67,65
91,89,90,91
32,36,34,32
84,88,87,85
51,46,49,51
98,98,97,99
9,8,10,7
33,31,34,30
87,85,88,84
44,47,43,49
97,98,97,99
11,9,11,8
39,36,38,33
94,92,93,90
24,27,25,31
71,75,73,79
80,77,78,73
62,66,65,70
92,90,91,87
28,33,30,36
79,84,81,86
65,59,63,56
89,93,91,93
39,32,35,31
93,89,93,89
24,32,25,32
71,79,72,80
80,72,79,71
62,71,64,73
92,86,91,84
28,38,30,41
79,88,81,88
64,52,62,52
89,95,91,95
38,28,35,28
91,84,91,86
31,42,32,39
83,90,84,89
56,45,54,47
96,97,97,97
15,13,12,14
50,47,46,48
98,98,98,99
8,7,8,6
28,26,29,25
80,78,80,76
64,66,64,68
91,90,90,88
33,35,35,38
87,89,89,90
43,41,40,38
96,96,95,94
14,14,16,19
47,48,51,54
98,98,99,98
8,7,6,7
29,28,26,28
81,81,78,80
60,60,65,62
94,94,91,94
21,22,26,22
65,67,71,67
89,88,84,88
37,39,46,39
92,92,95,93
29,29,24,28
81,81,76,80
60,60,67,62
94,94,90,93
22,22,28,24
67,68,75,69
86,86,79,85
47,47,56,49
97,97,98,97
10,11,10,11
36,37,35,37
91,91,90,92
33,32,34,31
87,85,88,86
45,48,43,47
97,98,96,97
10,9,12,10
36,34,39,36
91,90,93,92
33,34,29,31
87,88,84,86
44,43,49,46
97,98,97,97
12,10,12,11
40,37,41,40
94,93,95,94
21,23,19,21
65,68,63,66
90,88,90,89
36,40,35,37
90,93,90,91
35,30,35,34
89,86,90,89
39,44,37,40
94,95,92,95
24,20,27,22
71,67,75,69
81,84,77,83
61,56,66,58
93,96,92,95
25,20,27,21
72,68,75,69
78,82,76,82
67,61,69,62
87,91,86,89
44,38,46,40
96,94,96,96
15,20,14,16
50,57,50,51
98,98,99,98
7,7,6,7
26,27,24,27
76,77,74,77
71,71,74,70
81,82,78,82
61,60,65,61
94,95,92,94
24,22,27,23
71,68,75,70
81,83,78,82
60,58,64,58
94,95,93,96
22,20,24,17
66,64,70,61
88,90,85,91
42,39,46,37
95,94,97,94
17,19,15,21
56,59,52,61
97,96,98,95
13,15,11,16
44,47,40,49
97,97,96,98
13,11,15,10
44,41,47,40
97,96,98,95
12,13,11,15
42,44,39,46
95,96,95,97
17,17,19,15
55,55,58,53
97,98,97,98
11,9,12,10
38,34,40,37
93,92,94,93
25,28,23,26
74,77,72,75
75,72,78,74
74,77,71,75
76,73,78,75
72,75,70,74
79,76,81,78
66,68,63,67
88,86,90,88
41,44,38,41
94,95,95,95
21,19,21,20
66,64,65,65
88,90,88,89
41,38,41,39
95,94,96,94
