0.34263,0.27449,0.33223,0.58411,0.59471,0.69381,0.36883,0.34131,0.38757,0.30081,0.30387,0.42351,0.41583,0.35201,0.4246,0.29115,0.38252,0.38186,0.21261,0.25069,0.26801,0.48735,0.56531,0.52718,0.23546,0.27109,0.34005,0.34178,0.34755,0.15344
0.24902,0.27173,0.30125,0.19679,0.37417,0.38646,0.30335,0.29047,0.19512,0.11043,0.24557,0.23194,0.31186,0.12694,0.29259,0.10879,0.28393,0.31161,0.70559,0.62608,0.72779,0.2256,0.20778,0.32828,0.1881,0.31044,0.32778,0.32391,0.41849,0.31185
0.66256,0.56471,0.66635,0.66165,0.67914,0.59911,0.1464,0.16573,0.13428,0.67599,0.65889,0.69735,0.24072,0.15953,0.2956,0.24061,0.27395,0.28572,0.36565,0.15839,0.39972,0.59895,0.55657,0.60611,0.14742,0.31741,0.13084,0.19367,0.3029,0.18649
0.17395,0.17403,0.16371,0.21426,0.1737,0.21318,0.095122,0.11231,0.085627,0.16234,0.1585,0.14445,0.5576,0.6114,0.51926,0.24938,0.12627,0.11583,0.20808,0.24002,0.10709,0.13743,0.30369,0.30808,0.20423,0.18009,0.13083,0.17193,0.37484,0.36055
0.41426,0.42136,0.48646,0.16844,0.15255,0.18818,0.18512,0.19988,0.11769,0.083433,0.091088,0.070926,0.090329,0.11594,0.09535,0.20508,0.18874,0.082211,0.62383,0.60238,0.5629,0.23521,0.2107,0.15911,0.59151,0.4744,0.57111,0.12999,0.11746,0.12183
0.078187,0.10582,0.093757,0.6302,0.5995,0.6554,0.054259,0.091679,0.057197,0.55038,0.60396,0.57746,0.17425,0.13543,0.12942,0.2074,0.17388,0.17646,0.17475,0.17963,0.17164,0.069841,0.074975,0.052549,0.148,0.15831,0.090948,0.1582,0.098289,0.16484
0.17495,0.13755,0.18575,0.099771,0.10495,0.10634,0.14847,0.17378,0.10081,0.20005,0.18109,0.18075,0.056404,0.068343,0.088497,0.077899,0.11935,0.11803,0.041854,0.049771,0.040546,0.50081,0.54164,0.52343,0.10582,0.062119,0.1035,0.099681,0.060016,0.07351
0.094773,0.12569,0.095316,0.088016,0.10607,0.05627,0.11122,0.089331,0.087878,0.18364,0.16409,0.062154,0.14153,0.14331,0.12498,0.12142,0.12013,0.12501,0.063013,0.042191,0.050143,0.10955,0.13345,0.093659,0.099853,0.1161,0.10532,0.068313,0.11195,0.1031
0.14388,0.15655,0.14275,0.036229,0.03815,0.030954,1.0493,0.99975,0.96938,0.082275,0.089544,0.091335,0.17415,0.19372,0.14195,0.29428,0.4281,0.27587,0.083915,0.059979,0.064562,0.086318,0.17922,0.10783,0.11312,0.10808,0.087974,0.1989,0.098919,0.20399
0.4495,0.46197,0.41418,0.11203,0.096793,0.12595,0.14973,0.16514,0.195,0.10841,0.060292,0.046312,0.28666,0.37195,0.26181,0.065987,0.028137,0.040366,0.12477,0.15311,0.12604,0.2637,0.32691,0.25295,1.0445,1.0292,1.0306,0.19241,0.14107,0.1423
0.17381,0.26232,0.19338,0.046936,0.12013,0.049456,0.12852,0.079333,0.11211,1.5232,1.5168,1.4752,0.38682,0.4914,0.36186,0.10991,0.078072,0.061565,0.12598,0.09895,0.10472,0.11435,0.10322,0.12311,0.092726,0.08547,0.054694,0.17805,0.16265,0.18032
0.095559,0.091087,0.053689,0.15531,0.13944,0.14696,0.10926,0.13444,0.14011,0.38967,0.3115,0.36731,0.38109,0.54896,0.52675,0.14375,0.1291,0.094775,0.2192,0.2199,0.085929,0.30221,0.42995,0.44108,0.079397,0.11927,0.12686,0.18191,0.17893,0.17773
0.12448,0.14141,0.076921,0.59348,0.63015,0.56623,0.060487,0.1237,0.076333,0.39617,0.42811,0.59015,0.35573,0.14425,0.35815,0.54919,0.58656,0.63045,0.43745,0.46286,0.77373,0.64395,0.58515,0.67515,0.17502,0.1746,0.16242,0.51411,0.6029,0.3436
0.091203,0.088739,0.11102,1.6181,1.4491,1.4633,0.67705,0.6218,0.59066,0.78507,0.85868,0.85022,0.50908,0.48201,0.49964,0.1434,0.26578,0.16903,0.56457,0.59719,0.59943,0.79952,0.57513,0.80999,0.13075,0.11339,0.071109,0.27349,0.20736,0.2352
0.21589,0.17743,0.22652,0.34581,0.32997,0.41743,0.08944,0.10401,0.17201,0.53546,0.49437,0.48133,0.2706,0.27533,0.34513,0.045943,0.073651,0.07646,0.67448,0.61779,0.46503,0.54323,0.57913,0.42766,0.81902,0.76856,0.8605,0.22957,0.25077,0.24639
0.62117,0.73867,0.72829,0.23778,0.28454,0.21979,0.30832,0.30967,0.38918,0.6768,0.70327,0.57969,0.21649,0.2236,0.1724,0.32688,0.35144,0.34687,0.50148,0.50351,0.64532,0.17145,0.10352,0.12683,0.62963,0.83752,0.89465,0.10659,0.064404,0.10656
0.14369,0.17634,0.10662,0.14562,0.24812,0.18376,0.56258,0.49163,0.62568,0.28415,0.28257,0.29614,0.53319,0.49097,0.52968,0.042738,0.038146,0.037547,0.67144,0.68999,0.62794,0.10226,0.096484,0.080319,0.54432,0.81523,0.82409,0.36818,0.37567,0.3558
0.47527,0.45194,0.47894,0.42438,0.43311,0.43922,0.076389,0.081983,0.080152,0.22756,0.18847,0.22167,0.6136,0.53642,0.68884,0.090625,0.10166,0.092632,0.36045,0.37296,0.35944,0.34126,0.39492,0.38858,0.15845,0.17204,0.18568,0.16548,0.23893,0.1874
0.13204,0.075441,0.10492,0.14514,0.17759,0.17031,0.087149,0.088397,0.05291,0.13508,0.16996,0.13516,0.11125,0.085809,0.078127,0.04826,0.035337,0.047521,0.10556,0.056648,0.071216,0.15918,0.15506,0.13361,0.24018,0.228,0.22522,0.1092,0.16949,0.15891
0.04093,0.067325,0.077028,0.40178,0.38052,0.36679,0.13463,0.10986,0.10913,0.083218,0.046196,0.055239,0.32492,0.25765,0.23247,0.02532,0.033639,0.02939,0.11199,0.15243,0.1215,0.53944,0.63827,0.54837,0.36858,0.36771,0.37636,0.60528,0.57766,0.54415
0.91316,0.92789,0.92105,0.45446,0.43797,0.392,0.77703,0.84308,0.89697,0.10096,0.10522,0.20464,0.20076,0.22366,0.19717,0.13228,0.15611,0.12993,0.17501,0.19256,0.1569,0.30314,0.27233,0.29158,0.302,0.29142,0.23569,0.30636,0.22569,0.27142
0.89866,1.069,0.95104,0.11273,0.15149,0.11813,0.14441,0.16509,0.13873,0.40338,0.51588,0.49052,0.22632,0.19593,0.2017,0.14072,0.12752,0.13738,0.6678,0.66983,0.68792,1.3206,1.5002,1.4744,1.3356,1.3008,1.3175,0.30985,0.33382,0.33675
1.4682,1.4316,1.4892,1.7505,1.6443,1.5503,1.8821,1.8466,1.8747,0.67412,0.55703,0.57868,0.32117,0.33634,0.32173,0.33796,0.41739,0.3827,0.33019,0.18975,0.25215,0.2755,0.25436,0.23805,0.9715,1.1397,1.0582,0.49003,0.55384,0.58183
0.83006,0.76333,0.72792,1.1576,1.1944,1.2033,0.40422,0.26791,0.39991,0.32485,0.2731,0.28281,0.47299,0.48514,0.49788,0.26722,0.2294,0.25859,0.36996,0.40829,0.35944,1.99,2.0224,1.9309,0.38589,0.39046,0.39804,0.026027,0.043502,0.03868
