1,1,1,1
4,4,4,4
15,15,15,15
50,50,50,50
99,99,99,98
5,5,5,7
18,20,20,24
58,62,62,68
93,92,94,87
25,27,23,40
69,76,70,88
77,74,81,50
58,72,61,88
77,80,89,51
59,62,43,88
79,90,93,51
53,41,33,87
77,91,85,53
60,39,53,88
78,90,93,50
53,39,32,87
78,91,83,52
57,39,56,89
79,91,92,49
53,38,35,88
78,90,86,50
57,41,49,88
79,91,94,51
53,37,31,88
78,88,83,51
57,46,56,89
78,94,93,48
54,30,32,87
78,81,84,52
56,60,54,88
78,91,93,50
54,36,32,88
78,88,83,50
56,44,56,89
79,93,92,49
54,32,36,88
78,84,88,52
57,53,46,88
78,94,92,51
55,31,34,88
78,83,86,50
55,55,50,88
78,94,93,50
55,31,33,89
78,83,84,48
55,56,53,89
78,93,93,49
54,34,32,88
78,85,85,51
55,50,51,88
78,93,93,51
55,34,32,89
78,85,84,49
55,52,53,88
78,93,93,52
55,32,33,88
78,84,85,50
56,54,51,89
78,93,95,50
55,33,29,87
78,85,80,52
55,53,61,88
78,93,90,49
55,33,40,88
78,85,91,50
56,52,38,88
78,93,89,51
55,32,42,87
78,84,92,52
56,53,35,87
78,94,87,52
55,30,48,87
78,82,93,52
55,57,32,89
78,93,84,49
55,32,53,88
78,85,94,51
55,52,30,88
78,94,82,51
55,31,58,89
78,83,91,49
55,55,38,89
78,93,90,49
55,34,41,88
78,86,91,51
55,49,38,89
78,93,90,49
55,32,41,87
78,84,92,53
55,53,36,87
78,94,87,52
55,30,47,87
78,82,94,53
55,57,30,88
78,92,81,50
55,36,59,88
78,88,91,51
55,44,39,87
78,92,89,52
55,35,42,89
78,87,91,49
55,48,38,88
78,94,90,51
55,30,40,87
78,82,91,53
56,58,39,88
78,91,90,52
55,36,41,88
78,88,91,50
56,46,37,88
78,93,89,50
55,32,44,88
78,85,92,51
55,51,35,88
78,94,86,51
55,32,49,88
78,83,94,49
55,55,31,88
78,94,83,50
55,31,55,87
78,82,94,52
55,58,31,87
78,93,83,52
56,34,56,87
78,85,93,52
55,52,34,89
78,93,86,49
55,34,48,88
78,85,94,51
55,50,29,88
78,94,81,51
54,31,59,88
78,82,91,50
56,57,38,89
78,92,89,48
55,36,43,88
78,88,93,52
55,45,34,89
78,93,86,49
55,33,50,87
78,85,94,52
56,52,30,88
78,94,82,49
55,30,58,87
78,83,91,52
56,56,38,88
78,93,89,50
55,32,43,88
78,85,92,51
56,52,35,88
78,94,87,51
55,30,48,89
78,83,93,49
55,56,33,88
78,92,86,51
55,35,49,88
78,87,95,52
55,46,29,88
78,93,81,51
55,33,59,88
78,85,90,51
55,52,39,88
78,94,90,51
55,30,41,88
78,82,92,50
55,58,37,88
78,92,88,51
55,37,44,87
78,88,92,52
55,45,35,88
78,92,87,50
55,35,48,87
78,87,94,52
55,46,31,88
78,93,82,51
55,32,57,87
78,83,92,52
55,56,36,87
78,92,88,53
55,35,45,88
78,87,93,51
55,47,34,88
78,93,85,52
55,32,51,88
78,83,93,49
55,55,32,89
78,93,84,49
55,33,53,88
78,86,93,51
55,50,34,89
78,94,86,49
55,29,50,89
78,81,95,49
55,60,29,87
78,91,80,53
55,39,61,89
78,90,90,48
55,40,41,89
78,90,92,49
55,40,36,89
78,90,89,50
55,40,44,87
78,91,94,52
55,39,31,87
78,90,84,52
55,39,54,89
78,90,93,48
55,40,33,89
78,90,85,49
55,40,51,88
78,90,94,51
55,39,31,88
78,89,83,50
56,42,55,88
78,92,93,50
55,36,33,87
78,87,85,52
55,47,51,87
