1,1,1,1
4,4,4,4
15,15,15,15
50,50,50,50
99,98,99,98
5,6,4,7
19,20,17,22
59,63,57,65
94,92,96,90
23,26,17,31
67,74,59,80
83,79,92,69
52,62,35,75
87,92,89,78
43,34,40,61
89,89,94,93
37,38,27,30
86,91,79,84
46,37,59,51
88,90,94,95
39,36,27,25
90,91,82,78
33,34,51,57
80,86,94,91
59,52,33,40
85,95,88,92
47,26,44,34
91,80,95,89
32,54,23,36
83,94,73,88
53,32,70,45
89,87,84,95
36,42,48,24
86,93,95,76
46,31,26,64
89,85,79,90
37,46,56,37
88,94,95,91
40,26,25,35
86,79,77,89
45,60,62,40
91,94,92,94
32,26,30,26
82,77,82,78
54,65,57,64
88,90,93,90
40,37,30,36
88,91,84,90
40,34,49,37
88,89,96,91
40,40,23,35
88,92,76,90
40,31,62,37
87,86,91,90
42,47,36,37
89,95,90,91
38,23,36,35
87,76,90,89
43,63,37,40
88,91,90,93
39,34,36,30
88,87,90,84
39,42,36,48
86,94,90,94
46,30,39,29
90,86,92,85
34,44,30,47
85,93,84,94
47,33,52,29
89,88,96,84
36,40,22,47
87,91,73,96
43,35,67,24
87,88,87,77
44,42,44,63
92,95,95,92
29,23,21,29
77,72,68,81
65,75,80,62
80,77,68,88
59,66,77,47
84,88,73,93
49,44,68,32
87,94,86,86
44,29,46,46
92,85,96,96
30,45,21,18
77,91,68,65
65,42,79,82
80,91,70,64
58,39,75,81
83,90,77,68
52,40,65,76
87,93,89,76
43,32,40,64
89,86,92,91
37,43,31,34
87,94,85,88
42,27,48,42
87,80,95,94
43,57,26,29
90,95,79,84
34,23,56,48
83,74,94,93
54,70,33,33
88,85,87,88
41,49,43,42
91,96,96,95
31,21,21,23
78,69,70,72
63,79,77,74
81,71,72,78
56,73,72,65
87,80,83,89
43,57,51,41
89,93,96,94
39,29,23,27
89,84,75,80
37,47,63,55
84,94,89,93
49,30,41,32
90,85,93,86
36,46,28,43
88,94,83,95
41,27,51,27
87,81,96,80
42,56,23,58
90,95,75,94
35,24,62,26
83,75,90,78
51,67,40,63
89,88,94,91
39,42,28,34
89,94,82,89
35,27,51,37
82,79,94,89
54,63,31,44
89,92,86,94
38,33,44,26
89,87,94,80
38,42,27,54
86,93,80,94
46,32,58,29
90,88,94,84
34,39,26,47
85,91,79,94
48,37,59,30
89,91,93,85
36,33,28,46
87,87,81,95
43,43,55,26
86,94,95,80
45,28,27,59
92,84,82,94
28,45,49,25
75,91,92,74
70,43,42,74
73,89,90,75
70,48,45,73
70,91,90,75
71,44,46,73
67,88,89,75
71,50,49,73
66,89,89,75
71,48,49,74
66,88,88,74
71,51,50,75
65,89,89,71
71,48,49,78
65,88,88,67
72,50,50,83
65,89,88,59
72,49,50,88
65,89,89,49
72,49,48,91
64,88,89,42
72,51,49,90
65,88,89,44
72,50,49,90
64,88,89,44
72,51,48,89
65,89,88,47
72,48,50,91
64,88,88,42
72,50,52,88
64,88,89,48
72,51,49,90
64,88,88,44
72,51,50,89
65,88,88,46
72,51,50,90
64,89,88,44
72,48,51,90
65,88,89,44
72,50,49,89
64,88,89,46
72,51,48,91
65,89,89,42
72,49,49,88
64,88,88,48
72,51,51,91
64,89,88,43
72,50,51,90
64,88,89,45
72,50,48,90
64,89,88,44
72,49,50,90
65,89,89,45
72,50,49,90
64,89,89,44
72,48,49,90
64,88,88,44
72,51,52,90
64,88,88,44
72,50,51,90
64,88,88,44
72,52,50,89
64,88,89,46
72,51,49,91
64,88,89,42
72,50,49,89
64,88,89,46
72,51,49,91
