1,1,1,1
4,4,4,4
15,15,15,15
50,50,50,50
99,100,100,99
5,1,2,3
18,8,11,14
57,34,42,48
93,90,97,97
26,34,16,15
69,84,55,54
75,57,92,93
57,88,35,33
73,47,86,85
65,92,52,54
73,38,93,92
58,87,34,34
75,51,86,87
60,92,49,48
72,39,93,93
60,87,34,32
74,50,85,83
60,90,53,56
72,42,92,91
59,88,34,37
73,48,85,88
60,90,52,46
72,43,94,93
60,90,31,34
74,44,83,85
60,90,57,51
72,44,92,94
59,90,35,29
73,43,88,81
60,89,47,62
72,45,93,88
59,90,32,44
73,43,83,92
60,90,56,34
72,43,93,86
59,88,32,50
73,47,82,94
61,90,58,30
72,42,91,81
58,88,38,60
74,48,90,91
61,90,41,38
72,42,90,88
59,89,40,45
74,45,91,93
60,90,38,34
72,44,88,85
59,89,44,51
74,45,93,95
61,90,32,29
72,43,83,79
59,88,56,65
74,48,93,86
60,90,34,50
72,42,86,94
59,89,51,30
74,47,93,80
60,90,33,62
72,43,85,89
59,89,52,44
74,47,94,92
60,91,30,34
72,41,80,85
59,88,63,53
74,48,88,93
60,90,46,33
72,43,93,84
59,90,32,55
74,44,84,94
60,90,54,31
72,44,92,82
59,90,35,58
74,44,87,92
60,91,48,35
72,42,92,87
59,88,34,47
74,47,85,92
60,91,52,34
72,40,93,86
59,87,34,51
74,51,86,93
60,91,49,32
72,41,94,83
60,88,30,57
74,49,80,91
60,91,63,37
72,42,87,89
59,88,47,43
73,47,92,92
61,90,35,36
72,43,87,87
59,89,49,47
74,46,93,94
60,90,32,31
72,43,84,82
59,89,55,58
74,46,93,91
60,91,33,37
72,41,84,88
59,87,55,45
74,50,93,93
61,92,33,33
72,39,84,84
59,86,55,54
74,54,94,93
61,90,31,32
72,44,82,83
59,90,59,57
74,44,91,92
60,91,38,35
72,41,89,86
60,88,44,50
73,48,92,94
60,91,35,31
72,40,86,81
59,88,48,60
73,49,94,91
60,90,29,38
72,43,79,89
59,88,64,43
74,48,87,93
60,91,47,34
72,39,92,85
60,86,35,52
73,53,87,93
60,90,49,32
72,43,93,82
60,90,32,58
73,43,84,91
60,89,54,39
72,45,93,90
60,90,34,40
73,43,86,90
60,90,50,41
72,42,93,91
59,89,34,39
73,47,85,90
60,90,53,40
72,43,93,90
60,89,33,42
73,45,85,91
59,90,53,37
73,44,93,87
60,90,32,47
73,43,83,93
60,89,57,32
73,46,91,82
59,89,37,58
73,45,89,91
61,90,44,38
72,43,92,89
59,89,35,44
73,47,87,93
60,91,48,32
72,39,93,83
60,87,33,56
73,51,85,93
60,91,52,33
72,42,93,84
59,88,33,53
73,48,84,94
60,91,54,31
72,40,94,82
60,88,31,58
73,48,82,90
60,91,59,40
73,40,90,90
59,87,40,41
73,52,91,91
60,91,38,38
72,40,89,88
59,89,43,46
73,46,91,94
60,91,38,30
72,41,89,81
60,89,44,61
73,47,91,89
60,91,37,42
72,39,88,92
59,88,46,35
73,49,93,86
60,90,33,51
72,42,84,94
59,88,54,29
73,48,94,80
61,90,32,63
72,42,83,88
59,89,57,45
73,46,92,93
60,89,34,34
72,44,85,85
60,89,53,52
73,45,93,94
60,89,31,29
72,45,82,80
59,90,59,62
73,42,92,88
60,89,37,44
72,46,89,93
59,89,44,34
73,45,92,85
60,91,36,54
72,41,87,92
59,88,47,35
74,47,94,87
60,91,29,48
72,42,79,93
59,88,64,31
73,49,87,83
60,91,47,57
72,41,93,91
59,87,34,37
73,51,85,89
60,91,53,44
72,39,94,92
59,86,30,34
73,52,82,85
60,91,60,52
